      hora_programada  hora_salida  hora_estimada
205         19.833333    19.966667      19.667452
206         13.333333    13.550000      13.364189
207          7.916667     7.883333       8.176437
208          3.833333     5.366667       4.910734
209         18.666667    18.566667      18.660187
210          8.500000     9.100000       8.419505
211         10.500000    10.600000      10.464379
212          6.666667     6.816667       6.756837
213         17.500000    17.600000      17.529979
214         10.416667    10.683333      10.762685
215         19.916667    20.116667      19.767591
216          8.000000     8.266667       8.131488
217         10.416667    10.583333      10.654514
218         14.500000    14.483333      14.409740
219         11.750000    11.583333      11.912975
220         15.333333    15.566667      15.437218
221         18.916667    18.983333      19.089536
222         11.000000    10.550000      11.067052
223         14.500000    13.916667      14.685526
224         12.166667    12.116667      12.500104
225          8.250000     9.116667       8.358537
226         10.583333    10.833333      10.484140
227         16.833333    16.966667      16.904472
228         15.333333    15.216667      15.358390
229         10.500000    10.866667      10.998740
230         17.666667    18.116667      17.194100
231         15.083333    15.000000      15.098579
232          7.083333     7.116667       7.216815
233          1.833333     2.900000       3.089761
234         15.583333    15.450000      15.566310
235         23.250000    23.366667      23.186036
236          8.000000     7.983333       8.035923
237         12.833333    12.983333      12.997474
238         16.000000    15.916667      16.210024
239         11.000000    11.600000      11.672807
240         23.183333    23.300000      23.717490
241         13.500000    13.583333      13.621102
242         16.083333    16.083333      16.038830
243         14.333333    14.150000      14.948577
244         17.333333    17.500000      17.118793
245          7.016667     7.333333       7.206321
246         11.500000    11.083333      11.441851
247         23.416667    23.283333      21.891002
248         17.750000    17.916667      17.663146
249         11.083333    11.133333      11.527806
250         11.833333    11.933333      12.254759
251          6.416667     6.733333       6.516294
252         14.833333    15.416667      15.516499
253         12.250000    12.133333      12.620794
254          9.166667     9.333333       9.513187
255         19.916667    20.033333      19.769874
256          8.916667     9.050000       8.727818
257         15.333333    14.916667      15.380367
258          5.333333     5.783333       5.912488
259         20.666667    20.833333      20.381959
260         16.000000    15.916667      16.099576
261         19.983333    20.216667      19.886922
262          7.666667     7.750000       7.820571
263         11.666667    11.716667      12.080921
264         12.666667    12.666667      12.614377
265         12.000000    11.950000      12.189238
266         12.083333    12.200000      12.314750
267         14.666667    15.000000      14.822845
268          9.416667     9.416667       9.466693
269         20.000000    20.050000      20.234058
270         14.000000    14.166667      14.335570
271         22.250000    22.483333      22.056934
272         10.000000     9.850000      10.036289
273         11.000000    10.566667      10.671180
274         14.416667    15.283333      14.574541
275         15.250000    15.066667      15.318476
276         11.333333    11.500000      11.345817
277         19.750000    19.800000      19.676830
278         11.750000    11.916667      11.852803
279         17.583333    17.850000      18.185344
280          6.750000     6.233333       6.777238
281         17.500000    17.750000      17.699379
282         11.250000    11.733333      11.194208
283         13.500000    13.616667      13.671192
284          4.316667     4.183333       4.380129
285          0.250000     0.666667       0.972686
286         15.833333    15.783333      15.656878
287          8.500000     8.433333       8.773961
288         15.583333    15.600000      15.647449
289         15.583333    15.683333      15.974753
290         18.083333    18.133333      17.741068
291         11.250000    11.366667      11.583570
292         14.500000    14.716667      14.878900
293         16.033333    16.200000      16.031008
294         17.500000    17.800000      17.442275
295          9.916667    10.116667      10.090887
296         17.000000    16.666667      16.933287
297          8.916667     8.866667       8.627391
298         11.833333    12.166667      11.884304
299         11.583333    11.583333      11.822032
300         16.333333    16.633333      16.599078
301         10.000000     9.966667      10.032630
302         17.500000    17.633333      17.744344
303         14.800000    14.916667      15.055335
304          8.166667     7.816667       8.384748
305          8.583333     8.716667       8.823469
306         11.083333    11.383333      11.290240
307         10.250000    11.016667      10.438658
308         14.666667    15.033333      14.750432
309          7.083333     6.550000       7.110940
310          8.750000     8.200000       8.783601
311         10.250000    10.183333      10.352463
312         22.000000    22.066667      21.846401
313         13.583333    13.550000      13.589313
314         10.000000    10.233333       9.990512
315         17.500000    17.333333      17.237398
316         22.166667    22.183333      22.072517
317         11.666667    11.750000      11.687005
318          8.500000     8.383333       8.582471
319         11.083333    11.416667      11.325909
320          9.383333     9.483333       9.668413
321         15.416667    15.466667      15.327020
322         11.000000    10.783333      11.299739
323         13.416667    13.600000      13.260357
324          7.916667     7.900000       8.081387
325          8.916667     9.083333       9.326617
326         17.250000    16.966667      17.467032
327         10.333333    10.833333      10.612718
328          9.833333     9.683333      10.010574
329         14.750000    14.816667      14.575740
330         13.500000    13.883333      13.908991
331         15.250000    15.283333      15.550144
332         21.666667    21.850000      21.578454
333         14.000000    13.800000      13.419284
334         15.383333    15.650000      16.022747
335         13.750000    14.483333      14.603801
336         10.333333    10.366667      10.417233
337          8.583333     8.766667       8.855440
338          5.833333     5.116667       5.726000
339         18.250000    18.683333      18.352043
340         14.666667    14.483333      14.909076
341         11.000000    11.900000      11.547965
342          8.000000     8.233333       8.082798
343         14.000000    14.000000      13.095344
344          9.416667     9.533333       9.271544
345         10.666667    10.750000      10.879215
346         17.583333    17.800000      17.613958
347         15.250000    15.416667      15.305348
348          8.500000     8.683333       8.632172
349          0.483333     0.600000       0.692476
350         17.583333    18.016667      17.935420
351         11.600000    11.666667      11.616370
352         12.333333    12.583333      12.401269
353          9.666667     9.916667       9.742770
354         15.500000    15.500000      15.480035
355         10.166667    10.133333      10.175125
356         17.333333    17.383333      16.926148
357         18.250000    18.100000      18.041610
358          9.083333     9.483333       9.509296
359         11.750000    11.866667      11.762640
360         14.666667    14.733333      14.633892
361          7.583333     7.116667       7.666211
362         13.166667    13.183333      13.302274
363          8.500000     8.483333       8.533358
364          9.666667     9.550000       9.779457
365         15.166667    15.033333      15.320820
366         12.283333    12.450000      12.575142
367          9.083333     9.300000       9.491363
368         11.500000    11.616667      11.720622
369         21.583333    21.750000      21.405318
370         15.000000    15.283333      14.948966
371          8.750000     8.283333       8.763755
372         10.083333    10.083333      10.340277
373         15.000000    15.333333      15.005624
374          7.583333     7.633333       7.902039
375          9.833333    10.233333      10.127109
376         16.500000    16.666667      16.635689
377         21.750000    21.916667      21.861345
378         12.666667    12.666667      12.760324
379         15.833333    17.283333      16.305644
380         21.500000    21.833333      21.302765
381          8.750000     8.900000       9.104340
382         19.416667    19.716667      19.316864
383         11.666667    11.566667      11.939005
384         13.166667    12.016667      13.648568
385         13.583333    13.650000      13.675231
386         13.000000    13.300000      13.089963
387         11.583333    12.016667      11.718319
388         19.833333    19.950000      19.648677
389         18.250000    18.466667      18.041364
390          6.166667     6.166667       6.420096
391         14.666667    14.750000      14.852891
392         13.583333    13.416667      13.456371
393         16.750000    16.683333      17.039202
394         16.833333    16.200000      16.712242
395         16.916667    16.416667      16.780425
396          9.333333     9.450000       9.434630
397         14.583333    14.983333      14.706792
398         11.166667    10.750000      11.186072
399          9.916667    10.066667      10.011937
400         12.666667    12.716667      13.064952
401         11.666667    11.683333      11.968621
402         15.833333    15.983333      16.392855
403         16.033333    16.200000      16.040458
404          1.500000     1.500000       2.076201
405         16.500000    16.466667      16.458226
406         15.750000    15.500000      15.971434
407          8.333333     8.483333       8.558086
408         10.000000     9.816667      10.051074
409         16.833333    16.950000      16.881002
410         18.250000    18.250000      18.081259
411         12.333333    12.400000      12.796709
412         17.333333    17.333333      17.344817
413          5.833333     6.016667       6.396957
414         14.166667    14.250000      13.908446
415         12.916667    13.100000      13.072310
416         11.750000    11.800000      11.684259
417         11.750000    11.683333      11.861956
418          8.000000     7.400000       8.636659
419         19.983333    20.216667      19.923236
420         17.583333    17.716667      17.748195
421          9.166667     9.100000       9.739308
422         19.750000    19.733333      19.862340
423          9.016667     9.283333       9.165043
424         11.666667    11.833333      11.765626
425         10.283333    10.300000      10.522104
426         13.333333    13.283333      13.343485
427          9.750000     9.700000       9.877980
428         10.500000     9.850000      10.932893
429         12.000000    12.100000      12.392760
430          4.316667     4.433333       4.237925
431         10.250000    10.250000      10.051038
432          7.000000     7.166667       6.369114
433         16.500000    16.466667      16.502052
434         20.083333    20.166667      19.610199
435         11.750000    11.716667      12.061951
436         12.583333    12.616667      12.838434
437          9.583333     9.783333       9.841315
438         13.500000    13.566667      13.632855
439         12.000000    12.216667      12.093814
440         12.583333    12.733333      12.822046
441         22.500000    22.983333      22.115577
442         21.666667    22.083333      21.692694
443          6.250000     6.516667       6.582477
444         16.000000    16.566667      16.122377
445         11.166667    10.633333      11.096720
446          8.333333     8.450000       8.453087
447         15.333333    15.400000      15.041570
448         19.000000    20.116667      19.131349
449         10.500000    10.966667      10.585229
450          9.666667     9.666667      10.266000
451          8.583333     8.583333       8.702123
452         15.083333    15.216667      15.399151
453         11.416667    11.533333      11.908152
454         19.750000    19.750000      19.541121
455         11.333333    11.333333      11.249719
456         17.916667    18.066667      17.982022
457         12.666667    12.816667      12.806307
458         21.583333    21.683333      21.497702
459         10.500000    10.750000      11.546939
460          8.000000     8.066667       7.983820
461         18.050000    18.500000      18.243179
462          8.166667     7.850000       8.576710
463         14.250000    14.250000      13.979420
464          8.333333     8.350000       8.323227
465          9.333333     9.333333       9.770027
466         12.500000    12.650000      12.865135
467         10.666667    10.666667      10.890459
468         17.916667    17.700000      17.780790
469         16.916667    17.050000      16.855585
470         16.500000    16.483333      16.218502
471         12.666667    13.700000      12.512772
472         10.333333    10.200000       9.518088
473          0.583333     0.633333       0.996966
474         20.333333    20.433333      19.656066
475          9.666667     9.566667       9.578302
476          8.416667     8.683333       8.111877
477          0.350000     0.650000       1.207661
478         10.583333    10.783333      11.124681
479          8.583333     8.150000       8.468360
480         13.500000    13.400000      13.726821
481          5.583333     5.950000       5.559602
482         13.000000    13.216667      13.199915
483         12.000000    11.916667      11.670415
484         23.166667    23.400000      22.506425
485         18.666667    18.716667      18.807484
486         13.333333    13.250000      12.582146
487          2.333333     3.416667       2.842980
488          7.250000     7.450000       7.739221
489         18.750000    18.750000      18.631821
490         15.500000    15.500000      15.615558
491          9.833333     9.950000      10.188622
492         14.000000    17.266667      14.512178
493         12.166667    12.683333      12.886366
494          8.416667     8.416667       8.822735
495          8.500000     8.816667       8.686306
496         14.000000    14.033333      14.154074
497         22.250000    22.516667      22.216527
498         13.500000    13.866667      13.829264
499         15.000000    15.100000      14.914354
500          7.916667     7.816667       8.203264
501         21.333333    21.416667      20.838479
502         16.000000    16.016667      15.977672
503         20.500000    20.033333      20.237446
504          5.000000     4.983333       5.173086
505         13.916667    14.033333      14.105119
506         18.250000    18.716667      18.028458
507         13.666667    14.366667      14.088900
508          8.166667     8.150000       8.328776
509          8.000000     8.216667       8.370258
510         18.583333    18.683333      18.497471
511         20.416667    20.616667      20.163146
512         16.916667    16.900000      17.159544
513          9.500000     9.500000       9.927950
514          8.416667     8.683333       8.449808
515         15.833333    15.733333      15.696068
516         10.283333    10.383333      10.516475
517         11.750000    11.316667      11.717740
518         22.250000    21.966667      23.367702
519         10.833333    11.600000      10.702471
520         19.000000    18.883333      18.661782
521         12.500000    11.900000      12.427425
522          9.666667     9.666667      10.042244
523         13.333333    13.333333      13.341975
524          6.250000     6.150000       6.415190
525         15.000000    15.450000      14.565682
526         10.500000    10.950000      11.175149
527         14.916667    15.166667      15.205009
528         20.083333    19.933333      19.770675
529          9.916667    10.300000      10.388360
530          5.666667     5.866667       6.798269
531          8.583333     8.450000       8.844406
532         17.166667    17.633333      17.426904
533         15.416667    15.483333      15.485733
534          9.333333     9.350000       9.599282
535         13.333333    13.516667      13.146212
536         13.016667    12.983333      13.079337
537         12.583333    12.666667      12.872658
538          5.833333     8.183333       6.105061
539          8.500000    11.950000       9.830231
540          7.666667     7.950000       8.127781
541         15.750000    16.066667      16.015112
542          1.250000     1.266667       1.668784
543         18.250000    18.466667      18.067979
544         19.833333    20.116667      19.599790
545         18.750000    19.216667      18.907881
546         20.000000    20.150000      19.888643
547         17.500000    17.700000      17.526903
548         18.250000    18.033333      18.264003
549         15.583333    15.600000      15.571344
550          9.833333     9.900000       9.888147
551         12.666667    12.783333      13.278380
552         14.000000    14.166667      14.274790
553          0.750000     0.833333       1.029516
554          8.416667     8.516667       8.367925
555         15.333333    15.450000      15.336102
556          8.000000     7.700000       7.893874
557         18.050000    18.050000      17.752304
558         17.500000    17.416667      17.457130
559          9.500000     9.250000       9.591407
560         18.050000    18.050000      17.740525
561         22.000000    22.066667      21.426543
562          0.833333     1.083333       1.126129
563          8.000000     8.283333       8.123067
564          6.000000     6.483333       6.509195
565          6.500000     6.616667       6.410715
566          9.000000    10.616667       9.410985
567         19.166667    19.433333      19.093472
568          2.416667     2.400000       3.082311
569         10.000000    10.016667      10.209029
570          7.833333     7.800000       7.665296
571         18.750000    18.783333      18.672154
572          8.000000     7.833333       8.062164
573         11.250000    11.400000      11.446321
574          9.500000     9.583333       9.745908
575         15.083333    15.200000      15.283259
576         13.666667    13.800000      13.796706
577         13.500000    13.883333      13.763131
578          6.500000     6.433333       6.322196
579          9.916667    10.066667       9.969310
580          8.166667     9.966667       8.199986
581         10.750000    10.850000      11.132926
582         14.083333    14.250000      14.306520
583         21.666667    21.783333      21.590974
584          1.000000     0.966667       1.160119
585          9.333333     9.583333       9.691111
586         16.916667    18.700000      16.933852
587         10.916667    10.983333      11.253555
588         20.916667    21.000000      20.607140
589         16.000000    16.450000      16.198452
590         10.333333    10.516667      10.466839
591         16.250000    16.383333      16.396512
592         11.833333    11.833333      12.004371
593         18.750000    18.383333      18.733103
594          9.333333     9.350000       9.151959
595         14.666667    14.883333      15.063708
596         18.500000    18.666667      18.482327
597         22.500000    22.816667      22.119285
598         18.500000    18.583333      18.282521
599         14.416667    14.583333      14.451290
600         19.250000    19.400000      19.028982
601         13.916667    14.083333      13.961375
602         18.666667    19.300000      18.927116
603         14.000000    14.083333      14.032869
604         13.250000    13.333333      13.239011
605          3.500000     3.716667       4.312182
606          9.333333     9.333333       9.395945
607         13.666667    13.700000      14.080115
608         13.133333    13.400000      13.005164
609          9.416667     9.533333       9.560863
610          8.333333     8.550000       8.325864
611         14.416667    14.416667      14.632149
612          7.916667     7.766667       8.097917
613         16.500000    16.883333      16.509916
614         11.000000    10.866667      10.889262
615         15.750000    15.750000      15.962337
616         20.500000    21.066667      20.374512
617         17.500000    17.666667      17.644241
618          7.333333     7.633333       8.208544
619         11.500000    11.200000      12.300956
620          9.250000     9.516667       9.073250
621         13.583333    13.883333      13.569259
622          8.500000     8.716667       8.387576
623         14.750000    14.983333      14.713136
624         22.083333    22.400000      23.229630
625         12.833333    15.916667      13.063918
626         15.750000    15.716667      15.858522
627          6.333333     6.483333       6.468278
628         23.000000    23.900000      22.564321
629         12.833333    12.900000      13.127144
630          3.500000     3.666667       3.978395
631         15.083333    16.116667      15.227373
632          8.116667     8.333333       8.440876
633         20.583333    21.416667      20.506718
634         15.033333    15.100000      15.135055
635         14.916667    14.916667      15.169440
636         11.916667    11.916667      11.807815
637          8.500000     8.883333       8.890763
638         12.000000    12.183333      12.206568
639         19.750000    19.950000      19.525885
640         10.166667    10.166667      10.400026
641         10.166667    10.350000      10.396289
642          6.750000     6.933333       6.813256
643         10.000000     9.833333      10.023072
644          7.083333     7.350000       6.660431
645         13.583333    13.733333      13.880801
646          9.000000     8.616667       9.024030
647          6.916667     7.133333       6.798587
648         10.250000    10.133333      11.298889
649          8.583333     9.750000       9.020270
650         10.250000    10.650000      11.159701
651          0.416667     0.683333       1.140658
652         15.750000    15.750000      15.549257
653          8.666667     8.566667       9.032457
654          7.500000     7.683333       7.717511
655         21.333333    20.883333      20.819225
656         14.916667    15.333333      15.123946
657          9.333333     9.400000       9.416006
658         18.916667    19.300000      18.683941
659         13.333333    13.333333      13.485397
660          5.000000     5.183333       5.247485
661         15.250000    15.100000      15.419281
662         21.583333    21.700000      21.269418
663          9.016667     9.350000       9.302454
664         10.583333    10.683333      11.168460
665         17.333333    17.283333      17.012001
666          8.583333     8.766667       8.726301
667         22.500000    22.666667      22.593155
668          9.833333     9.883333      10.284957
669         18.500000    18.600000      18.389854
670          9.750000     9.883333       9.936063
671          9.333333     9.466667       9.479294
672         15.500000    15.850000      15.346411
673         15.500000    15.650000      15.811096
674          6.750000     6.833333       7.004351
675         17.916667    18.333333      17.826607
676         12.000000    12.100000      12.114008
677         21.583333    21.616667      21.469619
678         13.416667    13.650000      13.313451
679         10.583333    10.733333      11.180106
680         15.000000    15.133333      14.979229
681         10.750000    10.733333      11.191095
682         10.083333    10.000000      10.418597
683          9.666667     9.850000      10.259002
684         13.500000    13.600000      13.779018
685         10.833333    10.966667      11.497123
686         15.583333    15.783333      15.556307
687          9.583333     9.700000       9.249220
688         22.916667    23.083333      22.383710
689         19.250000    19.516667      19.048265
690         22.250000    22.533333      23.152024
691         15.166667    15.233333      15.255727
692          9.083333     8.933333       9.348152
693          9.016667     9.350000      10.084752
694         12.166667    12.400000      12.142459
695         15.666667    15.400000      15.589300
696         19.666667    19.900000      19.533880
697          8.416667     8.633333       8.554180
698          9.916667     9.816667      10.054273
699          9.000000     8.883333       9.404472
700         20.583333    20.616667      20.090184
701         12.000000    12.433333      12.441059
702         11.333333    11.416667      11.207111
703         15.833333    16.000000      16.261001
704         22.500000    22.666667      22.262461
705         14.333333    14.850000      14.506237
706         18.000000    17.433333      17.555931
707          9.666667     9.516667      10.016647
708         11.250000    11.733333      10.887005
709          9.666667     9.916667       9.882148
710         13.000000    13.150000      13.538770
711          7.000000     6.883333       7.770865
712          7.500000     9.450000       7.946149
713         15.500000    15.766667      14.600607
714          8.000000     7.933333       8.339300
715          9.666667     9.616667       9.831855
716         12.000000    12.283333      12.460508
717         11.416667    11.516667      11.436406
718         16.500000    16.433333      16.593630
719         10.416667    10.650000      10.580126
720         10.000000     9.850000       9.943341
721         17.500000    17.466667      17.212972
722         10.166667    10.300000      10.724451
723         10.500000    10.616667      11.056910
724          9.333333     9.200000       9.460258
725         16.916667    16.883333      17.099988
726         11.083333    11.233333      11.469637
727         12.750000    12.850000      13.316061
728          8.416667     8.483333       8.834440
729         11.500000    11.033333      11.611117
730          7.000000     7.216667       7.710635
731          7.666667     7.950000       7.765022
732         23.333333    23.583333      22.720852
733         18.000000    18.200000      17.545912
734         20.750000    21.166667      20.355058
735          8.500000     8.416667       8.518416
736          4.000000     4.466667       4.159788
737         10.833333    10.800000      10.795454
738         11.333333    11.100000      11.073281
739         13.666667    13.500000      13.534834
740         19.833333    19.983333      19.667525
741          3.333333     5.516667       3.581996
742          6.666667     6.683333       6.502711
743         14.750000    14.800000      14.491071
744          9.500000     9.683333       9.740720
745         21.833333    22.100000      21.671821
746          7.833333     8.000000       7.665499
747          9.333333     9.383333       9.602754
748          9.500000     9.750000      10.406843
749          9.016667     9.216667       9.181942
750          9.416667     9.516667       9.565031
751         10.750000    10.750000      10.897950
752          9.583333     9.766667       9.684142
753         22.500000    22.750000      22.414464
754         17.666667    17.850000      17.525662
755         10.250000    10.833333      10.456730
756         13.583333    13.533333      13.592302
757          8.500000     8.616667       8.882665
758         19.666667    19.833333      19.627945
759         14.916667    14.916667      15.185003
760         15.166667    15.333333      15.158468
761         14.750000    15.183333      14.750630
762          8.500000     8.716667       8.805637
763         17.583333    17.833333      17.677578
764         13.833333    13.983333      14.431497
765          8.000000     8.333333       8.407862
766         13.833333    14.033333      13.999536
767         22.250000    22.450000      22.040583
768         11.833333    11.916667      12.081710
769         13.333333    13.416667      13.423941
770         10.750000    10.400000      10.883983
771          7.583333     7.800000       7.733291
772          8.250000     8.066667       8.871023
773         10.000000    10.066667      10.270082
774         11.583333    11.666667      11.901596
775          8.250000     8.050000       8.749574
776         13.750000    13.800000      13.946603
777          9.500000     9.500000       9.827260
778         14.500000    14.433333      14.568108
779          9.083333     9.250000       9.324805
780          9.500000     9.016667       9.633995
781         16.500000    16.033333      16.248788
782         12.666667    12.783333      12.856919
783         11.333333    11.250000      11.339686
784          9.083333     8.650000       9.181595
785         14.500000    14.050000      14.501312
786         19.666667    19.816667      19.411840
787         10.833333    11.000000      10.489707
788         15.750000    15.900000      15.820075
789         14.000000    14.316667      13.871755
790         17.750000    17.900000      17.580773
791         16.250000    15.716667      15.998902
792         18.000000    18.100000      17.993581
793          5.833333     6.000000       6.302800
794         16.083333    16.150000      16.319655
795         14.500000    14.433333      15.069378
796         21.500000    21.616667      21.085482
797         14.166667    14.616667      14.403077
798         15.000000    15.166667      15.223185
799         21.500000    21.583333      21.200321
800         14.833333    14.950000      14.764278
801         14.833333    15.083333      15.127134
802         14.000000    14.333333      14.728897
803         15.250000    15.433333      14.907480
804          9.833333    10.033333       9.958406
805         10.333333    10.716667      10.717434
806         13.583333    13.516667      13.577774
807          7.416667     7.600000       7.589026
808         10.833333    10.383333      10.994613
809         20.916667    21.016667      20.474022
810          8.416667     7.783333       7.596639
811         15.333333    15.250000      15.491622
812          9.000000     9.216667       9.446969
813         15.000000    15.566667      14.841713
814          5.000000     5.083333       5.247485
815         13.133333    13.083333      13.892654
816         17.500000    17.500000      17.571392
817         15.666667    15.916667      15.660247
818         15.916667    15.966667      15.916849
