      hora_programada  hora_salida  hora_estimada
819         10.500000    10.933333      11.394340
820         10.250000    11.233333      10.532792
821         15.750000    15.983333      16.040832
822         21.000000    21.316667      20.783541
823          1.833333     4.183333       2.990716
824          1.833333     3.133333       2.682387
825         15.500000    16.166667      15.668723
826         12.083333    12.266667      12.858850
827         14.583333    14.816667      14.775835
828          9.083333     9.233333       9.374504
829         22.533333    22.883333      21.363945
830          9.333333     9.533333       9.723736
831         12.083333    13.116667      12.410598
832         14.750000    14.816667      14.427898
833         19.833333    20.050000      20.283449
834         18.833333    19.266667      18.717598
835         11.750000    11.900000      12.036547
836         11.500000    11.633333      11.510387
837          7.916667     8.150000       8.040451
838         13.000000    13.100000      13.258591
839          9.250000     9.316667       9.410309
840          1.416667     1.316667       1.993684
841         15.083333    15.183333      15.263013
842         14.916667    15.000000      15.150570
843          9.000000     9.083333       9.249731
844          1.000000     1.083333       1.167196
845         10.333333    10.333333      10.294003
846         12.833333    12.900000      13.048085
847         17.666667    17.816667      17.797359
848         10.833333     9.183333      10.999908
849         16.416667    16.733333      16.396443
850         11.250000    11.416667      11.317797
851         12.000000    12.150000      12.283872
852         17.000000    16.666667      16.985580
853         18.000000    17.700000      17.898731
854         18.050000    18.050000      18.070228
855          9.416667     9.650000      10.188740
856         16.000000    15.966667      16.238076
857         17.166667    17.383333      17.344492
858         19.916667    20.150000      19.769256
859          8.500000     8.700000       8.585640
860          6.000000     6.150000       5.722126
861         11.000000    10.833333      11.196330
862         21.833333    22.366667      22.192025
863         16.000000    16.433333      16.170211
864          3.500000     4.250000       4.359786
865         13.500000    13.600000      13.910923
866         16.083333    16.283333      15.979694
867          1.166667     1.266667       1.716360
868         18.000000    18.066667      18.007561
869         11.500000    11.666667      11.722351
870          7.416667     7.666667       7.576578
871         18.000000    18.133333      17.656925
872          8.500000     8.766667       8.465705
873         11.666667    12.150000      12.472742
874         23.000000    23.166667      22.991758
875          8.333333     8.433333       8.286883
876         21.350000    21.516667      21.292216
877         10.000000     9.850000      10.122354
878         11.416667    11.700000      11.775689
879         19.750000    19.750000      19.586898
880         15.583333    15.633333      15.974753
881         14.733333    14.983333      14.895349
882         11.083333    11.316667      10.960940
883         15.083333    15.100000      15.479141
884          9.000000    10.616667       9.445965
885         15.583333    15.683333      15.724639
886          8.500000     8.500000       8.227863
887          8.916667     9.250000       9.500786
888         19.666667    19.866667      19.504877
889         13.666667    14.250000      13.945895
890         22.483333    22.733333      22.509355
891          9.166667     9.066667       9.516731
892          9.333333     9.183333       9.351895
893         12.666667    12.800000      13.136393
894          9.000000     9.250000       9.310920
895         14.000000    14.366667      14.170293
896         13.583333    13.650000      13.701025
897          9.016667     9.250000       9.698313
898         18.750000    18.966667      18.606278
899         10.833333    10.766667      11.013786
900         13.083333    12.983333      13.221899
901         20.916667    20.983333      20.752231
902          9.750000     9.766667       9.850957
903         21.166667    21.433333      21.420197
904          8.583333     8.650000       8.809987
905         13.166667    13.233333      13.228892
906         10.333333    10.516667      10.675172
907         17.083333    17.350000      17.181396
908         13.666667    13.600000      13.661915
909         16.250000    16.266667      16.158774
910          2.916667     3.216667       3.946492
911         19.833333    20.066667      19.649475
912          8.416667     8.600000       9.133117
913         12.583333    12.616667      12.754623
914          8.416667     8.783333       8.544179
915         13.333333    13.533333      13.860889
916         20.000000    20.583333      19.902357
917          8.583333     9.400000       9.254350
918         19.666667    19.833333      19.627213
919         14.583333    14.483333      14.609331
920         19.500000    19.616667      19.253441
921         11.250000    11.216667      11.384584
922         19.750000    19.783333      19.586965
923         12.000000    12.183333      11.968036
924          6.750000     7.150000       7.204453
925         11.250000    11.650000      11.317671
926         20.916667    21.133333      20.495206
927         12.000000    12.216667      12.307691
928         12.000000    12.816667      12.181694
929         14.000000    14.000000      14.550087
930          9.750000     9.850000      10.411126
931          8.166667     8.383333       8.482557
932         16.666667    17.566667      17.006987
933          7.916667     8.383333       8.333745
934         21.833333    22.216667      21.808264
935         21.000000    21.233333      21.455890
936         15.000000    15.116667      14.813527
937         15.083333    15.133333      15.211731
938          9.166667     9.250000       9.889068
939         13.583333    13.766667      13.628312
940         14.833333    14.150000      14.897292
941         19.750000    19.916667      19.628261
942         16.500000    16.650000      16.488200
943         15.333333    15.633333      15.386163
944         10.916667    10.983333      11.079209
945         16.333333    16.983333      16.595628
946         11.250000    11.116667      11.030110
947          8.416667     9.483333       9.125805
948         16.916667    17.083333      16.930183
949          5.250000     5.483333       5.546715
950         11.833333    12.066667      12.002463
951         15.000000    15.200000      15.006337
952         20.250000    20.333333      19.791484
953         19.833333    19.850000      19.753932
954          6.250000     5.716667       6.512707
955          8.750000     8.800000       8.713771
956          9.583333     9.933333       9.918703
957          9.833333     9.716667       9.998313
958         10.833333    10.900000      11.219861
959         14.500000    14.416667      14.468308
960         19.583333    19.566667      19.377668
961         13.750000    14.300000      14.149124
962         15.250000    15.416667      15.506828
963         11.166667    11.166667      11.108144
964         14.250000    14.933333      14.265148
965         16.916667    17.333333      16.832114
966         14.500000    14.700000      14.399133
967         14.500000    14.283333      14.519302
968         10.083333    10.050000      10.415460
969          6.666667     6.783333       6.738776
970         16.666667    16.833333      16.917671
971         14.500000    14.733333      14.620665
972         21.416667    21.766667      20.968351
973         13.250000    13.350000      13.601336
974          7.000000     7.166667       8.109156
975          2.166667     2.233333       3.209542
976          9.500000     9.750000       9.631441
977          7.416667     7.233333       7.461884
978          8.500000     8.433333       8.529062
979          7.583333     7.750000       7.775883
980          8.333333     8.466667       8.583943
981         12.916667    12.466667      12.909214
982         13.916667    14.083333      14.301944
983         13.250000    13.583333      13.340251
984         11.250000    11.383333      11.209938
985         19.750000    19.750000      19.645102
986         20.083333    20.133333      20.013033
987          9.166667     8.750000       9.313480
988         11.500000    11.883333      13.078051
989          9.833333     9.833333       9.841749
990         15.666667    15.800000      15.674279
991         15.666667    15.966667      15.778115
992         14.833333    14.150000      15.298223
993         20.750000    20.250000      20.144012
994         18.750000    19.250000      18.630758
995         13.000000    13.066667      13.293796
996         11.000000    10.550000      10.977701
997          9.666667     9.833333       9.762669
998         11.250000    11.333333      14.867371
999         16.250000    16.416667      16.210158
1000        19.500000    19.666667      19.424560
1001        14.500000    14.383333      14.475807
1002        19.750000    19.883333      19.563756
1003        10.500000     9.883333      11.167174
1004         6.250000     6.133333       6.270282
1005         8.500000     8.616667       8.482423
1006        23.000000    23.200000      22.525457
1007         7.750000     7.983333       7.054848
1008        11.250000    11.216667      14.823506
1009        23.000000    22.983333      22.544484
1010         8.500000     8.550000       8.519000
1011        16.000000    15.983333      16.089375
1012        14.916667    14.866667      15.196483
1013         7.000000     7.066667       7.296528
1014        16.750000    16.850000      16.764859
1015        13.333333    13.933333      13.786748
1016        11.166667    12.300000      11.982039
1017        16.000000    16.233333      16.069602
1018         0.666667     2.300000       1.411950
1019        22.833333    22.900000      22.340112
1020         7.416667     7.350000       7.347600
1021        14.333333    14.733333      14.614972
1022         5.000000     4.933333       5.447023
1023         6.666667     7.200000       7.524694
1024        18.250000    18.300000      18.356100
1025        13.250000    13.350000      13.440608
1026        11.750000    11.650000      11.618625
1027         9.000000     9.233333       9.169691
1028        10.500000    10.966667      10.892552
1029         9.500000     9.700000       9.726631
1030        12.583333    14.333333      12.248606
1031        22.083333    22.300000      21.455673
1032        10.416667    10.516667      10.718656
1033        12.333333    12.533333      12.440148
1034         8.250000     8.400000       8.450183
1035         8.016667     8.116667       8.261362
1036        15.583333    15.100000      15.814881
1037         6.666667     7.616667       7.724756
1038        13.333333    14.050000      14.135716
1039        13.083333    13.216667      13.032985
1040        10.083333    10.316667      10.127457
1041        15.333333    15.433333      15.628477
1042         8.250000     8.283333       8.417475
1043        17.000000    17.350000      16.924376
1044        18.000000    18.066667      18.116546
1045         2.416667     2.216667       3.605464
1046        10.583333    10.716667      10.523230
1047         9.916667     9.900000      10.021621
1048        17.416667    17.650000      17.368304
1049        13.000000    12.483333      13.151019
1050        21.833333    21.866667      22.192063
1051         9.416667     9.500000       9.313358
1052        17.583333    17.783333      17.880281
1053         9.916667    10.366667      10.388419
1054        20.750000    20.283333      20.178278
1055        17.333333    17.333333      17.173961
1056        10.333333    10.233333      10.304717
1057        15.166667    15.116667      15.168179
1058        12.333333    12.883333      12.193592
1059        12.166667    12.383333      12.321981
1060         7.250000     8.016667       7.649862
1061        16.500000    16.366667      16.532740
1062        17.583333    17.633333      17.415789
1063        13.750000    13.850000      14.041874
1064        12.250000    12.333333      12.220299
1065        19.583333    19.716667      19.423317
1066         9.916667    10.200000       9.918419
1067         8.166667     8.150000       8.137619
1068         4.550000     7.316667       5.365818
1069        15.750000    16.333333      16.278731
1070        17.416667    17.416667      20.874682
1071        11.000000    11.183333      11.371740
1072         7.000000     6.883333       7.352277
1073        12.000000    12.083333      11.935266
1074         7.833333     7.983333       7.915619
1075         7.166667     7.000000       7.481268
1076        10.250000    10.500000      10.833443
1077        13.750000    13.883333      14.012332
1078        11.000000    11.100000      11.013822
1079        10.333333    10.450000       9.582463
1080         9.166667     9.733333       9.462991
1081        20.083333    20.333333      19.614289
1082        20.500000    20.683333      20.299172
1083         7.333333     7.433333       7.867794
1084        17.500000    17.650000      17.596065
1085        19.500000    19.750000      19.333820
1086         9.083333     9.183333       9.011698
1087         8.500000     9.366667       8.946673
1088        10.583333    10.416667      11.095409
1089        20.333333    20.433333      19.746128
1090        23.250000    23.400000      23.007342
1091         8.333333     8.600000       9.126272
1092        19.583333    19.700000      19.594406
1093        18.500000    18.783333      18.229925
1094         8.016667     8.100000       8.125168
1095        16.000000    16.000000      15.942051
1096        13.000000    13.150000      13.192298
1097         6.000000     6.116667       6.227289
1098         8.666667     8.733333       8.999777
1099        14.500000    14.283333      14.572244
1100        17.416667    17.366667      17.806356
1101        13.416667    13.483333      13.190244
1102        19.833333    20.083333      19.697245
1103        16.583333    16.900000      16.786459
1104         7.500000     7.500000       7.421083
1105        20.000000    20.250000      19.892333
1106        19.166667    19.266667      19.240021
1107        21.500000    21.650000      21.150073
1108        15.000000    15.150000      15.233572
1109        12.416667    12.633333      12.099941
1110        11.083333    11.383333      11.492138
1111         8.166667     8.100000       8.457750
1112        13.666667    13.783333      14.124430
1113        21.916667    21.833333      21.687044
1114        16.666667    16.983333      16.845754
1115        11.250000    11.516667      11.752842
1116        17.333333    17.516667      17.388077
1117         9.333333     9.333333       9.058094
1118        17.583333    17.516667      17.765127
1119        14.916667    16.300000      15.457133
1120        17.000000    17.950000      17.074951
1121         8.916667     9.100000       9.275214
1122        11.750000    11.800000      11.945599
1123        11.500000    11.600000      11.785682
1124        15.000000    15.050000      15.303041
1125        10.416667    10.550000      10.677110
1126        19.500000    19.600000      19.360322
1127        15.750000    15.866667      15.825468
1128        10.000000    10.250000      10.093676
1129         6.666667     6.783333       6.759889
1130        21.833333    21.350000      21.528396
1131        11.666667    11.600000      11.523579
1132         9.083333     9.350000       9.299407
1133         1.750000     1.933333       3.200253
1134        19.750000    19.633333      19.640320
1135         8.750000     8.616667       8.926811
1136        19.983333    20.183333      20.080605
1137         6.416667     6.716667       6.674844
1138        13.166667    13.750000      13.309874
1139        17.666667    17.833333      17.790040
1140        20.416667    20.583333      20.936294
1141        11.250000    11.400000      11.265655
1142        15.000000    14.400000      15.018277
1143        10.500000    10.733333      10.823352
1144        10.250000    10.250000      10.058734
1145        11.000000    11.133333      11.536319
1146        18.583333    18.500000      18.872811
1147        10.333333    10.200000      10.775889
1148        13.250000    13.350000      13.167018
1149        11.333333    11.500000      11.822362
1150         3.000000     3.050000       3.296230
1151         7.016667     6.983333       7.304614
1152         8.916667     9.083333       9.376895
1153         9.416667    14.100000       8.846672
1154         9.250000     9.216667       9.443867
1155        19.750000    19.750000      19.340913
1156        14.416667    12.416667      14.513063
1157        20.500000    20.533333      20.373699
1158         7.000000     6.866667       7.195774
1159        17.500000    17.433333      17.423113
1160        12.916667    12.850000      12.527098
1161        13.500000    13.683333      13.075586
1162        16.000000    16.000000      16.102140
1163         9.916667     9.883333      10.001962
1164        17.633333    17.583333      17.636257
1165        19.750000    19.883333      19.626648
1166         5.833333     5.966667       6.229670
1167        15.333333    15.483333      15.470401
1168        18.916667    18.900000      19.059628
1169        13.750000    13.733333      14.073257
1170         6.000000     6.000000       6.284250
1171        11.666667    12.050000      11.866598
1172        17.666667    17.700000      17.752395
1173        15.666667    15.666667      15.463602
1174        11.666667    11.933333      12.081209
1175        22.416667    22.450000      22.207921
1176        11.416667    11.750000      11.983654
1177        11.750000    11.650000      11.734051
1178         7.583333     7.366667       8.255848
1179         7.000000     7.216667       7.880115
1180        13.750000    13.883333      14.050639
1181        10.000000    10.033333      10.069517
1182        12.916667    13.116667      13.115149
1183         8.500000     8.816667       7.852341
1184        11.083333    10.683333      11.133767
1185        12.000000    13.083333      12.189242
1186         1.750000     1.816667       3.346590
1187         8.750000     9.016667       8.804485
1188        19.983333    20.083333      19.929322
1189         9.250000     9.333333       9.380868
1190        11.250000    11.183333      11.259523
1191        15.000000    15.150000      15.665050
1192        17.250000    17.516667      16.486576
1193         9.166667     9.633333       9.658465
1194        21.000000    21.016667      21.659143
1195        16.916667    16.900000      17.098505
1196        13.583333    13.416667      13.607236
1197        11.000000    11.066667      11.065219
1198        13.750000    13.900000      13.810798
1199        19.916667    20.166667      19.865555
1200        11.433333    11.750000      11.981192
1201        14.333333    14.883333      14.522573
1202         8.750000     8.566667       8.349727
1203        15.416667    15.533333      15.544309
1204        15.166667    15.283333      15.412388
1205         0.250000     1.700000       1.143960
1206        13.333333    13.483333      13.399168
1207        14.916667    14.583333      15.013574
1208        20.916667    20.966667      20.834152
1209        13.250000    15.483333      13.088146
1210        19.916667    20.200000      19.914124
1211        15.916667    15.866667      15.911419
1212        22.500000    22.516667      22.487197
1213        17.833333    18.033333      17.920184
1214        14.083333    14.316667      14.347498
1215        14.166667    14.433333      14.489566
1216        16.916667    17.116667      16.681467
1217        16.750000    16.750000      16.560778
1218        22.416667    22.383333      22.336714
1219         7.983333     8.183333       8.513372
1220        10.833333    10.500000      11.321407
1221         9.000000     9.400000       9.125452
1222        21.916667    22.250000      21.779465
1223        21.550000    21.650000      21.444517
1224        11.500000    11.633333      11.487689
1225         9.666667     9.783333       9.615190
1226        13.083333    13.416667      13.279067
1227        15.666667    15.716667      15.499795
1228         8.500000    11.850000       9.577306
1229        10.083333    10.216667      10.165842
1230         8.916667     9.000000       8.769632
1231        11.833333    11.966667      11.914052
1232        10.000000    10.200000      10.161663
1233        14.333333    21.950000      15.939432
1234        17.000000    17.266667      16.862024
1235        13.833333    13.833333      14.102954
1236        16.083333    15.800000      15.910964
1237        16.000000    16.266667      15.997570
1238        12.666667    12.900000      12.801665
1239        10.166667    10.400000      10.083878
1240         7.000000     7.000000       7.455172
1241        15.500000    15.500000      15.307186
1242        15.250000    15.300000      15.532432
1243        13.666667    13.683333      14.003458
1244         8.333333     8.583333       7.960172
1245         8.416667     8.533333       8.618045
1246        11.583333    11.583333      11.699189
1247         7.450000     7.616667       7.713336
1248         9.000000     9.050000       9.362710
1249        13.000000    13.166667      13.155652
1250        15.250000    15.000000      14.925388
1251        17.916667    18.066667      21.269553
1252         6.666667     6.816667       6.939497
1253         8.500000     7.850000       8.588767
1254         9.916667    13.666667      10.117586
1255        12.250000    12.250000      12.249560
1256        11.250000    11.466667      11.668642
1257        22.250000    22.583333      23.124564
1258        14.250000    14.083333      14.089983
1259        11.083333    11.000000      11.039838
1260        19.250000    19.500000      19.238812
1261        11.333333    11.716667      11.725425
1262         9.166667     9.316667       9.446867
1263         7.500000     7.666667       7.820468
1264        17.500000    18.000000      17.643938
1265        18.500000    18.766667      18.355898
1266        13.833333    14.066667      14.037373
1267         0.666667     2.300000       1.399902
1268        11.833333    12.033333      11.893565
1269        14.416667    14.633333      14.561620
1270         8.166667     7.816667       8.620584
1271        21.000000    21.716667      21.686283
1272         7.000000     7.266667       7.325183
1273        13.500000    13.566667      13.668973
1274         1.166667     1.383333       1.692257
1275        15.583333    21.550000      17.122817
1276         9.250000     9.250000       9.299886
1277         7.683333     7.900000       9.346322
1278        14.500000    15.100000      14.533370
1279        12.000000    12.816667      12.052409
1280        23.000000    22.916667      22.611322
1281        11.250000    11.316667      11.409314
1282        11.500000    11.350000      12.282143
1283        19.833333    20.050000      19.684712
1284        12.916667    12.516667      12.891443
1285         9.416667     9.550000      10.135270
1286        21.500000    21.683333      21.368931
1287         7.500000     7.266667       7.857144
1288        13.500000    13.683333      13.886381
1289        11.583333    11.633333      11.999413
1290         8.333333     8.466667       8.644573
1291         6.250000     6.350000       6.699862
1292        19.583333    19.766667      19.527695
1293        15.083333    15.100000      15.282981
1294        19.750000    19.983333      19.807738
1295        21.500000    21.750000      21.653056
1296         0.500000     0.800000       1.463978
1297        12.000000    11.800000      12.132038
1298         9.583333     9.550000       9.536633
1299         7.916667     7.450000       7.929532
1300        19.750000    20.066667      19.674113
1301        13.000000    13.000000      13.495692
1302         7.000000     7.316667       7.339230
1303        13.583333    13.550000      13.680437
1304         8.916667     8.916667       8.994523
1305        10.333333    10.550000      10.452225
1306        17.083333    17.166667      17.145301
1307         9.000000     9.183333       9.390253
1308        18.166667    18.266667      18.441161
1309        11.500000    11.866667      11.964179
1310        17.583333    17.783333      17.827111
1311        11.750000    11.850000      11.716261
1312        15.000000    15.383333      14.772719
1313        17.750000    17.783333      17.680078
1314         9.333333     9.166667       9.333844
1315        21.500000    21.750000      21.400521
1316        15.250000    15.183333      15.145672
1317         8.416667     8.050000       8.321680
1318        10.000000     9.816667      10.181317
1319        12.000000    12.166667      12.500897
1320        17.983333    17.916667      17.671221
1321        11.600000    11.533333      11.690880
1322        12.500000    12.533333      12.576264
1323        10.000000    10.216667      10.575707
1324        11.583333    11.766667      11.869559
1325        10.000000    10.333333      10.032675
1326         8.750000     8.750000       8.641181
1327         9.916667     9.833333       9.857845
1328        15.666667    15.916667      15.765547
1329         2.050000     2.416667       2.584571
1330         4.750000     5.000000       5.508417
1331         7.016667     6.283333       7.281524
1332         8.500000     8.483333       9.002039
1333        10.000000    10.000000      10.252806
1334        10.750000    10.183333      11.076591
1335        10.000000    10.500000      10.171467
1336        11.500000    12.650000      11.767297
1337         8.500000     8.550000       8.802812
1338         7.016667     7.233333       7.326120
1339        11.333333    11.466667      11.211167
1340         9.583333     9.933333      10.127036
1341        14.733333    14.733333      15.165436
1342        16.416667    16.416667      16.249144
1343        11.416667    11.466667      11.640547
1344        21.916667    21.866667      21.809684
1345        14.000000    14.333333      13.831559
1346        14.583333    14.966667      14.827603
1347         7.500000     7.566667       7.658408
1348        12.250000    12.250000      12.699791
1349        21.250000    21.283333      20.761679
1350         9.916667    10.066667       9.871342
1351        19.000000    19.000000      18.126241
1352         9.583333     9.700000       9.272198
1353        11.666667    11.783333      11.887850
1354        18.750000    19.683333      19.042445
1355        13.333333    13.333333      13.259685
1356        11.500000    11.666667      11.919891
1357        12.083333    12.333333      12.369426
1358        22.000000    22.216667      21.504989
1359        18.750000    18.416667      18.653536
1360        20.000000    20.116667      20.098942
1361        13.416667    13.716667      13.970151
1362        12.666667    12.650000      12.814080
1363        13.000000    13.150000      13.176406
1364        13.666667    13.600000      13.369576
1365        10.000000    10.183333      10.285725
1366        18.250000    18.350000      18.255997
1367        10.583333    10.650000      10.811300
1368        12.666667    13.683333      11.817208
1369        14.416667    14.716667      15.011595
1370         8.666667     8.950000       9.159956
1371        15.750000    15.866667      15.937798
1372        22.500000    22.300000      22.373928
1373         9.666667     9.616667       9.610277
1374        15.750000    15.983333      15.734523
1375        20.916667    20.966667      20.849329
1376        20.916667    20.783333      20.907621
1377        13.583333    13.533333      13.575422
1378         6.250000     7.433333       6.724510
1379        18.000000    17.983333      17.896542
1380        13.250000    12.733333      13.225984
1381        10.000000     9.933333      10.154559
1382        11.083333    11.150000      10.895751
1383        15.666667    15.950000      15.778904
1384        18.666667    18.533333      18.967448
1385        16.083333    16.050000      16.245182
1386         8.416667     8.550000       8.688369
1387         8.250000     8.200000       9.865519
1388        16.583333    17.066667      16.763160
1389        10.416667    10.733333      10.718779
1390        11.750000    11.516667      11.689151
1391         7.500000     8.150000       7.911198
1392        14.333333    14.900000      15.929015
1393        23.083333    23.266667      22.995915
1394         9.416667    10.233333       9.693048
1395        20.416667    20.283333      21.698768
1396        10.166667     7.683333      10.019676
1397         9.083333     8.750000       9.292567
1398        11.666667    11.166667      11.802150
1399        11.750000    11.666667      11.685017
1400        16.000000    15.983333      16.208772
1401         7.866667     8.550000       8.623282
1402         7.416667     7.383333       7.777325
1403        11.750000    11.450000      11.819260
1404        10.166667    10.083333      10.029017
1405        18.416667    18.616667      18.393385
1406        13.583333    13.500000      13.590363
1407        11.666667    11.716667      12.507741
1408         6.416667     6.483333       6.724647
1409        13.333333    13.516667      13.000714
1410        10.500000    10.416667      10.830878
1411        20.250000    20.650000      19.774352
1412         8.500000     8.700000       9.149234
1413        15.083333    14.983333      15.285999
1414         9.166667     9.150000       9.140703
1415        16.083333    16.616667      16.228514
1416         4.316667     4.216667       4.090925
1417         8.916667     8.733333       9.471354
1418        19.583333    19.866667      19.576263
1419         4.750000     5.000000       5.559253
1420         8.916667    10.583333       9.021305
1421         9.750000    10.216667      10.317995
1422        11.000000    13.350000      11.160804
1423        17.833333    18.016667      17.700618
1424        15.000000    15.033333      15.246932
1425        14.750000    14.816667      14.187434
1426         7.500000     7.883333       8.374907
1427        13.500000    14.300000      13.787269
1428        14.666667    15.183333      14.795251
1429         7.166667     8.316667       7.578186
1430        17.500000    17.683333      17.485657
1431        20.833333    22.300000      20.739470
1432        13.750000    14.833333      13.879869
1433        18.000000    18.333333      17.699453
1434        13.750000    14.450000      14.074870
1435         8.416667     8.483333       9.220891
1436        17.583333    17.650000      18.000614
1437        21.833333    22.766667      21.939057
1438        21.500000    22.133333      21.023113
1439        11.750000    11.666667      11.775053
1440        14.000000    14.233333      14.572955
1441         7.000000     7.083333       7.217962
1442         8.333333     8.250000       7.996516
1443        12.833333    13.166667      13.119371
1444        16.666667    16.900000      17.042923
1445        13.750000    13.883333      14.194136
1446         6.666667     6.150000       6.741971
1447        14.250000    14.483333      14.182093
1448         5.833333     6.150000       6.344905
1449        15.750000    15.750000      15.889703
1450        19.500000    19.850000      19.079307
1451        10.750000    11.266667      11.236748
1452        11.416667    11.083333      11.276130
1453         2.750000     2.916667       3.613704
1454        16.250000    16.850000      16.705503
1455        11.666667    12.016667      12.538623
1456         8.500000     8.683333       8.958255
1457        13.500000    13.700000      13.608704
1458        17.250000    17.100000      17.452746
1459        10.333333    10.500000      10.371978
1460         9.500000     9.850000       9.262559
1461         9.416667    10.233333       9.520945
1462         4.166667     3.983333       4.527300
1463        13.416667    13.466667      13.377258
1464        12.500000    12.483333      12.635955
1465         9.250000     9.533333       9.517689
1466        19.666667    19.850000      19.408174
1467        18.000000    18.133333      17.891314
1468        21.000000    20.733333      21.485656
1469        21.500000    21.650000      21.400484
1470        16.583333    16.533333      16.539003
1471         8.750000     8.900000       8.766356
1472        19.500000    19.633333      19.375992
1473         2.000000     2.150000       2.641130
1474        13.333333    13.483333      13.444693
1475        16.500000    16.533333      16.117108
1476        12.500000    12.500000      12.610073
1477        18.833333    18.416667      18.590733
1478        15.000000    15.366667      15.235905
1479         8.166667     8.166667       8.219530
1480        10.333333    10.433333      10.629340
1481        11.250000    11.316667      11.370610
1482        20.083333    20.283333      21.242522
1483        12.000000    12.000000      12.857427
1484         8.333333     8.533333       8.114364
1485         9.000000     8.833333       9.202629
1486        11.250000    11.383333      11.448446
1487        18.666667    18.283333      18.353735
1488         3.333333     3.550000       4.074998
1489        16.000000    16.400000      16.205522
1490        13.916667    14.033333      13.991158
1491        21.833333    21.916667      21.876285
1492        13.833333    14.733333      14.248316
1493        18.250000    18.300000      18.099547
1494        15.000000    15.116667      15.324873
1495        18.416667    17.833333      17.979274
1496        13.500000    13.650000      13.469900
1497        15.916667    16.466667      15.762389
1498        13.233333    13.400000      13.535487
1499         8.666667     8.983333       8.960293
1500         9.250000     9.300000       9.415833
1501         9.666667     9.666667       9.845685
1502         2.416667     2.850000       3.054252
1503         6.666667     6.666667       6.589027
1504        20.000000    20.233333      19.867534
1505        11.000000    13.733333      11.318100
1506         9.583333     9.616667       9.326159
1507        19.000000    19.150000      18.829541
1508        14.500000    14.700000      14.614434
1509        13.583333    13.616667      13.513432
1510         6.333333     6.450000       6.639374
1511        21.500000    21.450000      21.029790
1512        13.333333    13.500000      13.106992
1513        11.416667    11.916667      11.612000
1514        16.500000    16.683333      16.205293
1515        18.000000    18.066667      17.929784
1516        10.916667    11.000000      11.005997
1517        13.666667    13.983333      14.565616
1518        16.916667    17.083333      17.057037
1519        12.000000    12.050000      12.004805
1520        11.250000    11.933333      11.384779
1521        13.666667    13.683333      13.875570
1522        10.083333    10.066667      10.239942
1523         7.916667     7.633333       8.281668
1524        13.416667    13.616667      13.305426
1525         6.666667     6.816667       6.717509
1526        21.833333    21.566667      22.127762
1527        17.166667    17.400000      16.796152
1528        15.000000    15.500000      15.330426
1529         9.500000     9.783333       9.715792
1530         9.416667     9.666667       9.545599
1531         9.500000     9.383333       9.678513
1532        22.166667    22.216667      21.784350
1533         9.083333     9.066667       8.703447
1534        12.666667    12.950000      12.856919
1535        13.750000    13.850000      14.236523
1536         9.500000     9.133333       9.525502
1537         8.333333     8.416667       8.743179
1538        12.500000    12.900000      12.799224
1539        19.166667    19.300000      19.288063
1540        12.666667    12.916667      12.728330
1541        23.250000    23.433333      22.726510
1542        15.833333    15.866667      15.616762
1543        14.733333    15.016667      15.188639
1544         0.483333     0.650000       1.183565
1545         9.583333     9.583333       9.165460
1546        10.583333    10.500000      11.387651
1547        13.000000    13.166667      12.829187
1548        10.416667    10.483333      10.808918
1549        14.250000    14.233333      14.234200
1550        20.166667    19.800000      20.048326
1551         1.500000     1.833333       2.010516
1552        14.916667    15.533333      15.192940
1553         1.283333     2.233333       1.716138
1554        18.000000    18.250000      18.304304
1555        11.000000    11.133333      10.863472
1556        11.333333    11.450000      11.384237
1557        14.000000    14.266667      13.894364
1558        15.333333    15.300000      14.620846
1559        10.000000    10.216667      10.414853
1560         7.750000     8.283333       8.091913
1561        11.750000    12.616667      11.827246
1562        14.166667    14.233333      14.011037
1563        10.083333    10.216667      10.207289
1564        13.000000    13.166667      13.210012
